SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
ALENDRONATO DE SÓDIO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526519120094107;1006811670028;7897595637574;    -     ;    -     ;ALENDRONATO DE SÓDIO;70 MG COM REV CT BL AL/AL X 4;M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS;Genérico;Regulado;10,28;10,28;11,68;12,39;12,39;12,46;12,46;12,54;12,54;12,85;14,21;16,15;17,13;17,13;17,23;17,23;17,34;17,34;17,76;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
"AMOXICILINA TRIHIDRATADA;CLAVULANATO DE POTÁSSIO";56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520040095207;1006811680104;7897595638595;    -     ;    -     ;AMOXICILINA + CLAVULANATO DE POTÁSSIO;(500+125) MG COM REV CT STR AL/AL X 12;J1C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO;Genérico;Regulado;36,4;36,4;41,36;43,86;43,86;44,12;44,12;44,39;44,39;45,5;50,32;57,18;60,63;60,63;60,99;60,99;61,37;61,37;62,9;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
"AMOXICILINA TRIHIDRATADA;CLAVULANATO DE POTÁSSIO";56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520040095307;1006811680112;7897595638618;    -     ;    -     ;AMOXICILINA + CLAVULANATO DE POTÁSSIO;(500+125) MG COM REV CT STR AL/AL X 18;J1C1 - PENICILINAS ORAIS DE AMPLO ESPECTRO;Genérico;Regulado;54,74;54,74;62,2;65,95;65,95;66,35;66,35;66,76;66,76;68,43;75,67;85,99;91,17;91,17;91,72;91,72;92,29;92,29;94,6;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
CRIZANLIZUMABE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520070096307;1006811690010;7896261022027;    -     ;    -     ;ADAKVEO;10 MG/ML SOL DIL INFUS CT FA VD TRANS X 10 ML;B6X - OUTROS AGENTES HEMATOLÓGICOS;Biológico;Regulado;97,08;108,73;125,65;134,36;116,96;135,3;117,67;136,25;118,39;140,2;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja -(*)
BUDESONIDA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520110096407;1006811700067;7896261020573;    -     ;    -     ;MIFLONIDE BRIZZ;400 MCG CAP DURA  INAL OR CT BL AL PLAS PVC/PVDC TRANS X 60 + INAL;R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES;Novo;Regulado;48,55;48,55;55,17;58,49;58,49;58,85;58,85;59,21;59,21;60,69;67,12;76,27;80,86;80,86;81,36;81,36;81,85;81,85;83,9;Não;Sim;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE DONEPEZILA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526521070098906;1006811710011;7897595639103;    -     ;    -     ;CLORIDRATO DE DONEPEZILA;5MG COM REV CT BL AL AL X 30 ;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Genérico;Regulado;56,97;56,97;64,74;68,64;68,64;69,05;69,05;69,48;69,48;71,21;78,76;89,5;94,89;94,89;95,46;95,46;96,05;96,05;98,44;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
CLORIDRATO DE DONEPEZILA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526521070099006;1006811710054;7897595639110;    -     ;    -     ;CLORIDRATO DE DONEPEZILA;10MG COM REV CT BL AL AL X 30;N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE;Genérico;Regulado;62,34;62,34;70,84;75,11;75,11;75,56;75,56;76,02;76,02;77,93;86,18;97,93;103,84;103,84;104,46;104,46;105,09;105,09;107,73;Não;Sim;Sim;Não;;Positiva;Não;Tarja Vermelha (*)
VORETIGENO NEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098907;1006811730012;7896261022010;    -     ;    -     ;LUXTURNA;5X10E12GV/ML SOL FR PLAS TRANS X 0,5ML + 2 SOL DIL FR PLAS TRANS X 1,7 ML;S1X1 - OUTROS PRODUTOS OFTALMOLÓGICO SISTÊMICOS;Produto de Terapia Avançada;Regulado;1840953,29;2061868,01;2382669,93;2547908,03;2218015,34;2565704,02;2231458,72;2583749,48;2245064,98;2658554,06;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120096607;1006811740018;7896261021778;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098607;1006811740026;7896261021785;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5ML + 1 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098707;1006811740034;7896261021792;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X  5,5ML + 2 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098807;1006811740042;7896261021808;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 3 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097807;1006811740050;7896261021815;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5ML + 2 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097907;1006811740069;7896261021822;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X 5,5ML + 3 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098007;1006811740077;7896261021839;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 4 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098107;1006811740085;7896261021846;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5ML + 3 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098207;1006811740093;7896261021853;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X  5,5ML + 4 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098307;1006811740107;7896261021860;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 5 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098407;1006811740115;7896261021877;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5ML + 4 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120098507;1006811740123;7896261021884;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X 5,5ML + 5 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097007;1006811740131;7896261021891;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 6 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097107;1006811740141;7896261021907;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5 ML+ 5 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097207;1006811740158;7896261021914;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X 5,5 ML+ 6 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097307;1006811740166;7896261021921;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 7 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097407;1006811740174;7896261021938;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5ML + 6 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097507;1006811740182;7896261021945;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X 5,5ML + 7 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097607;1006811740190;7896261021952;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 8 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120097707;1006811740204;7896261021969;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 2 FA PLAS TRANS X 5,5ML + 7 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120096707;1006811740212;7896261021976;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 1 FA PLAS TRANS X 5,5ML + 8 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
ONASEMNOGENO ABEPARVOVEQUE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526520120096807;1006811740220;7896261021983;    -     ;    -     ;ZOLGENSMA;2,0X10E13 GV/ML SUS INJ CT 9 FA PLAS TRANS X 8,3ML;M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA;Produto de Terapia Avançada;Regulado;2570451,5;2878906,14;3326829,39;3557544,93;3096928,58;3582392,77;3115699,05;3607588,95;3134696,95;3712035,67;;;;;;;;;;Sim;Não;Não;Não;-7;Negativa;Não;Tarja Vermelha(*)
OFATUMUMABE;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526521080099402;1006811760019;7896261022133;    -     ;    -     ;KESIMPTA;20 MG/0,4 ML SOL INJ CT 1 CAN PREENC PLAS TRANS X 0,4 ML;L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20;Biológico;Regulado;7083,69;7933,73;9168,12;9803,93;8534,56;9872,41;8586,29;9941,84;8638,64;10229,68;10642,82;12246,63;13067,9;11798,53;13156,16;11870,04;13245,6;11942,41;13616,04;Não;Não;Não;Não;;Negativa;Não;Tarja -(*)
DICLORIDRATO DE CAPMATINIBE MONOIDRATADO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526521080099201;1006811780011;7896261022157;    -     ;    -     ;TABRECTA;150 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 120;L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE;Novo;Regulado;32367,85;36252;41892,38;44797,61;38997,4;45110,5;39233,76;45427,78;39472,99;46743;48630,77;55959,17;59711,84;53911,62;60115,11;54238,37;60523,81;54569,09;62216,49;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
DICLORIDRATO DE CAPMATINIBE MONOIDRATADO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;526521080099301;1006811780028;7896261022164;    -     ;    -     ;TABRECTA;200 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 120;L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE;Novo;Regulado;32367,85;36252;41892,38;44797,61;38997,4;45110,5;39233,76;45427,78;39472,99;46743;48630,77;55959,17;59711,84;53911,62;60115,11;54238,37;60523,81;54569,09;62216,49;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
HIDROXIBENZOATO DE VIMINOL;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533800301119413;1008400200024;7898074616042;    -     ;    -     ;DIVIDOL;70 MG CAP DURA CT BL AL PLAS TRANSX 12;N2B1 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS SOB PRESCRIÇÃO;Novo;Regulado;24,54;27,48;31,76;33,96;29,56;34,19;29,74;34,44;29,92;35,43;36,86;42,42;45,27;40,86;45,56;41,11;45,88;41,36;47,16;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
HIDROXIBENZOATO DE VIMINOL;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533817080008303;1008400200040;7898074618657;    -     ;    -     ;DIVIDOL;70 MG CAP DURA CT BL AL PLAS TRANS X 36;N2B1 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS SOB PRESCRIÇÃO;Novo;Regulado;71,59;80,18;92,66;99,08;86,25;99,77;86,77;100,47;87,3;103,38;107,56;123,77;132,07;119,24;132,96;119,95;133,86;120,69;137,6;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
HIDROXIBENZOATO DE VIMINOL;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533817080008403;1008400200059;7898074612983;    -     ;    -     ;DIVIDOL;70 MG CAP DURA CT BL AL PLAS TRANS X 60;N2B1 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS SOB PRESCRIÇÃO;Novo;Regulado;119,31;133,63;154,42;165,13;143,75;166,28;144,62;167,45;145,5;172,3;179,26;206,27;220,11;198,73;221,59;199,93;223,1;201,15;229,34;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
HIDROXIBENZOATO DE VIMINOL;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533817080008503;1008400200067;7898074613720;    -     ;    -     ;DIVIDOL;70 MG CAP DURA CT BL AL PLAS TRANS X 120;N2B1 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS SOB PRESCRIÇÃO;Novo;Regulado;238,63;267,27;308,85;330,27;287,51;332,58;289,25;334,92;291,02;344,62;358,53;412,56;440,22;397,47;443,2;399,87;446,22;402,32;458,7;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
TIANFENICOL;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533800702113416;1008400340211;7898074612846;    -     ;    -     ;GLITISOL;500 MG CAP MOLE CT  BL AL PLAS TRANS X 20;J1B - CLORANFENICOIS E ASSOCIAÇÕES;Novo;Regulado;50,43;50,43;57,31;60,76;60,76;61,13;61,13;61,5;61,5;63,04;69,72;79,23;84;84;84,51;84,51;85,02;85,02;87,15;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
ÁCIDO URSODESOXICÓLICO;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533802004111317;1008400670051;7898074618077;    -     ;    -     ;URSACOL;150 MG COM CT BL AL PLAS PVC TRANS X20 ;A5A2 - TERAPIA DOS CÁLCULOS BILIARES;Novo;Regulado;52,35;52,35;59,49;63,07;63,07;63,45;63,45;63,84;63,84;65,44;72,37;82,24;87,19;87,19;87,72;87,72;88,26;88,26;90,47;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ÁCIDO URSODESOXICÓLICO;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533802006114313;1008400670062;7898074618190;    -     ;    -     ;URSACOL;50 MG COM CT BL AL PLAS PVC TRANS X 20 ;A5A2 - TERAPIA DOS CÁLCULOS BILIARES;Novo;Regulado;21,12;21,12;24;25,45;25,45;25,6;25,6;25,76;25,76;26,4;29,2;33,18;35,18;35,18;35,39;35,39;35,61;35,61;36,5;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ÁCIDO URSODESOXICÓLICO;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533802005118315;1008400670074;7898074618305;    -     ;    -     ;URSACOL;300 MG COM CT BL AL PLAS PVC TRANS X 20 ;A5A2 - TERAPIA DOS CÁLCULOS BILIARES;Novo;Regulado;103,51;103,51;117,63;124,71;124,71;125,47;125,47;126,23;126,23;129,39;143,1;162,62;172,4;172,4;173,45;173,45;174,51;174,51;178,87;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ÁCIDO URSODESOXICÓLICO;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533814110007503;1008400670081;7898074614857;    -     ;    -     ;URSACOL;50 MG COM CT BL AL PLAS PVC TRANS X 30;A5A2 - TERAPIA DOS CÁLCULOS BILIARES;Novo;Regulado;31,72;31,72;36,05;38,22;38,22;38,45;38,45;38,68;38,68;39,65;43,85;49,84;52,84;52,84;53,15;53,15;53,47;53,47;54,81;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ÁCIDO URSODESOXICÓLICO;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533814110007603;1008400670111;7898074618435;    -     ;    -     ;URSACOL;150 MG COM CT BL AL PLAS PVC TRANS  X 30;A5A2 - TERAPIA DOS CÁLCULOS BILIARES;Novo;Regulado;78,55;78,55;89,26;94,64;94,64;95,21;95,21;95,79;95,79;98,19;108,59;123,4;130,83;130,83;131,62;131,62;132,42;132,42;135,74;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ÁCIDO URSODESOXICÓLICO;61.100.004/0001-36;ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;533814110007703;1008400670144;7898074618442;    -     ;    -     ;URSACOL;300 MG COM CT BL AL PLAS TRANS X 30;A5A2 - TERAPIA DOS CÁLCULOS BILIARES;Novo;Regulado;155,27;155,27;176,44;187,07;187,07;188,21;188,21;189,35;189,35;194,09;214,65;243,92;258,61;258,61;260,19;260,19;261,77;261,77;268,32;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
